Text,Class
"De Niro film leads US box office  Film star Robert De Niro has returned to the top of the North American box office with his film Hide and Seek.  The thriller shot straight to the number one spot after taking $22m (£11.7m) at the box office. De Niro recently spent three weeks at the top with comedy Meet The Fockers, which was at number five this week. Oscar hopefuls The Aviator, Million Dollar Baby and Sideways all cashed in on their multiple nominations with stronger ticket sales.  In Hide and Seek, De Niro plays a widower whose daughter has a creepy imaginary friend. Despite lukewarm reviews from critics, the film took more than the expected $18m (£9.5m). ""The element of a real actor in a psychological thriller certainly elevated it,"" said Bruce Snyder, president of domestic distribution at 20th Century Fox. Clint Eastwood's Million Dollar Baby led the Oscar hopefuls with $11.8m (£6.3m), coming in at number three during its first weekend of wide release. The Aviator, a film biography of Howard Hughes that leads the Oscar field with 11 nominations, was at number six for the weekend with $7.5m (£4m). Oscar best-picture nominee Sideways entered the top ten for the first time in its 15th week of release. It came in seventh $6.3 (£3.35m). Last week's top film, Ice Cube's road-trip comedy Are We There Yet?, slipped to second place with $17m (£9m), while Coach Carter fell two places to number four, taking $8m (£4.25m) in its third week. Rounding out the top ten were In Good Company - starring Dennis Quaid and Scarlett Johansson - Racing Stripes and Assault on Precinct 13. ",entertainment
"Broadband in the UK growing fast  High-speed net connections in the UK are proving more popular than ever.  BT reports that more people signed up for broadband in the last three months than in any other quarter. The 600,000 connections take the total number of people in the UK signing up for broadband from BT to almost 3.3 million. Nationally more than 5 million browse the net via broadband. Britain now has among the highest number of broadband connections throughout the whole of Europe.  According to figures gathered by industry watchdog, Ofcom, the growth means that the UK has now surpassed Germany in terms of broadband users per 100 people. The UK total of 5.3 million translates into 7.5 connections per 100 people, compared to 6.7 in Germany and 15.8 in the Netherlands. The numbers of people signing up to broadband include those that get their service direct from BT or via the many companies that re-sell BT lines under their own name. Part of the surge in people signing up was due to BT stretching the reach of ADSL - the UK's most widely used way of getting broadband - beyond 6km.  Asymmetric Digital Subscriber Line technology lets ordinary copper phone lines support high data speeds. The standard speed is 512kbps, though faster connections are available. ""This breakthrough led to a dramatic increase in orders as we were suddenly able to satisfy the pent-up demand that existed in many areas,"" said Paul Reynolds, chief executive of BT Wholesale which provides phone lines that other firms re-sell. BT Retail, which sells net services under its own name, also had a good quarter and provided about 30% of the new broadband customers. This was a slight increase on the previous three months. Despite the good news about growth in broadband, figures from telecommunications regulator Ofcom show that BT faces increasing competition, and dwindling influence, in other sectors. Local Loop Unbundling, (LLU), in which BT rivals install their hardware in exchanges and take over the line to a customer's home or office, is growing steadily. Cable & Wireless and NTL have announced that they are investing millions to start offering LLU services. By the end of September more than 4.2 million phone lines were using so-called Carrier Pre-Section (CPS) services, such as TalkTalk and One.Tel, which route phone calls across non-BT networks from a local exchange. There are now more than 300 different firms offering CPS services and the percentage of people using BT lines for voice calls has shrunk to 55.4%. ",tech
"Ferguson fears Milan cutting edge  Manchester United manager Sir Alex Ferguson said his side's task against AC Milan would not be made any easier by the absence of Andriy Shevchenko.  Milan's talismanic European footballer of the year misses Wednesday's Champions League first-leg tie after fracturing his cheekbone. ""It's a loss (to Milan), but it could be worse if they didn't have such quality to bring in,"" Ferguson said. ""How much they miss him I think they'll know tomorrow night."" Ferguson said Milan's front line would still represent a formidable challenge for his defenders. ""They can play Rui Costa and play Kaka forward. They can bring Serginho in and they can play (Jon Dahl) Tomasson,"" he said. Ferguson's own goalscoring talisman Ruud van Nistelrooy is fit again, but the Scot admitted he was unsure whether to start the Dutchman, who has not played for three months.  ""Ruud is the best striker in Europe. What I have to judge is whether he will struggle with the early pace after being out for so long,"" he said. ""His ability puts him in with a big shout but it is a major decision."" Ferguson, though, is confident his young players, particularly Wayne Rooney and Cristiano Ronaldo, are up to the task. ""We have an opportunity to win this cup this year, no question about that,"" he declared. ""With the maturity we see every week in Ronaldo and Rooney, the return of Van Nistelrooy and the form of Roy Keane, Paul Scholes and Ryan Giggs, we must have a fantastic chance."" It is a view shared by Rooney, who believes ""if we can get past Milan, we have a great chance"". ""As soon as I knew we were playing Milan, I got excited. Looking at the draw, it is anyone's trophy but we have every chance. ""Hopefully, we can get to that final in Turkey and bring the cup back to Manchester."" Milan coach Carlo Ancelotti said his team were looking forward to returning to the venue where they lifted Europe's most prestigious club title two seasons ago. Milan beat Juventus in a penalty shootout after a 0-0 tie at Old Trafford and Ancelotti said: ""We are all very happy to return (to Old Trafford) to play in the Champions League and this will give us great motivation."" Ancelotti said he was aware of the threat United posed to his hopes of Champions League glory. ""It's fundamental that we don't allow them to take control of the game. Our intention is not to adapt to their play but to play our game,"" he said. ""They have great quality in attack, they use the wings a lot and we will have to make sure we stop them."" ",sport
"Peer-to-peer nets 'here to stay'  Peer-to-peer (P2P) networks are here to stay, and are on the verge of being exploited by commercial media firms, says a panel of industry experts.  Once several high-profile legal cases against file-sharers are resolved this year, firms will be very keen to try and make money from P2P technology. The expert panel probed the future of P2P at the Consumer Electronics Show in Las Vegas earlier in January. The first convictions for P2P piracy were handed out in the US in January. William Trowbridge and Michael Chicoine pleaded guilty to charges that they infringed copyright by illegally sharing music, movies and software. Since the first successful file-sharing network Napster was forced to close down, the entertainment industry has been nervous and critical of P2P technology, blaming it for falling sales and piracy. But that is going to change very soon, according to the panel.  The music and film industries have started some big legal cases against owners of legitimate P2P networks - which are not illegal in themselves - and of individuals accused of distributing pirated content over networks. But they have slowly realised that P2P is a good way to distribute content, said Travis Kalanick, founder and chairman of P2P network Red Swoosh, and soon they are all going to want a slice of it. They are just waiting to come up with ""business models"" that work for them, which includes digital rights management and copy-protection standards.  But, until the legal actions are resolved, experimentation with P2P cannot not happen, said Michael Weiss, president of StreamCast Networks. Remembering the furore around VCRs when they first came out, Mr Weiss said: ""Old media always tries to stop new media. ""When they can't stop it, they try to control it. Then they figure out how to make money and they always make a lot of money."" Once the courts decided that the VCR in itself was not an illegal technology, the film studios turned it into an extremely lucrative business. In August 2004, the San Francisco-based US Court of Appeals ruled in favour of Grokster and StreamCast, two file-sharing networks. The court said they were essentially in the same position that Sony was in the 1980s VCR battle, and said that the networks themselves could not be deemed as illegal.  P2P networks usually do not rely on dedicated servers for the transfer of files. Instead it uses direct connections between computers - or clients. There are now many different types of P2P systems than work in different ways. P2P nets can be used to share any kind of file, like photos, free software, licensed music and any other digital content. The BBC has already decided to embrace the technology. It aims to offer most of its own programmes for download this year and it will use P2P technology to distribute them. The files would be locked seven days after a programme aired making rights management easier to control. But the technology is still demonised and misunderstood by many. The global entertainment industry says more than 2.6 billion copyrighted music files are downloaded every month, and about half a million films are downloaded a day. Legal music download services, like Apple iTunes, Napster, have rushed into the music marketplace to try and lure file-sharers away from free content. Sales of legally-downloaded songs grew tenfold in 2004, with 200 million tracks bought online in the US and Europe in 12 months, the IFPI reported this week. But such download services are very different from P2P networks, not least because of the financial aspect.  There are several money-spinning models that could turn P2P into a golden egg for commercial entertainment companies. Paid-for-pass-along, in which firms receive money each time a file is shared, along with various DRM solutions and advertiser-based options are all being considered. ""We see there are going to be different models for commoditising P2P,"" said Marc Morgenstern, vice president of anti-piracy firm Overpeer.  ""Consumers are hungry for it and we will discover new models together,"" agreed Mr Morgenstern. But many net users will continue to ignore the entertainment industry's potential controlling grip on content and P2P technology by continuing to use it for their own creations. Unsigned bands, for example, use P2P networks to distribute their music effectively, which also draws the attention of record companies looking for new artists to sign. ""Increasingly, what you are seeing on P2P is consumer-created content,"" said Derek Broes, from Microsoft. ""They will probably play an increasing role in helping P2P spread,"" he said. Looking into P2P's future, file sharing is just the beginning for P2P networks, as far as Mr Broes is concerned. ""Once some of these issues are resolved, you are going to see aggressive movement to protect content, but also in ways that are unimaginable now,"" he said. ""File-sharing is the tip of the iceberg."" ",tech
"Global digital divide 'narrowing'  The ""digital divide"" between rich and poor nations is narrowing fast, according to a World Bank report.  The World Bank questioned a United Nation's campaign to increase usage and access to technology in poorer nations. ""People in the developing world are getting more access at an incredible rate - far faster than... in the past,"" said the report. But a spokesman for the UN's World Summit on the Information Society said the digital divide remained very real. ""The digital divide is rapidly closing,"" the World Bank report said.  Half the world's population now has access to a fixed-line telephone, the report said, and 77% to a mobile network.  The report's figures surpass a WSIS campaign goal that calls for 50% access to telephones by 2015. The UN hopes that widening access to technology such as mobile phones and the net will help eradicate poverty. ""Developing countries are catching up with the rich world in terms of access [to mobile networks],"" the report said. ""Africa is part of a worldwide trend of rapid rollout... this applies to countries rich and poor, reformed or not, African, Asian, European and Latin American.""  A spokesman for the World Summit for the Information Society (WSIS), which is meeting this week in Geneva, told the BBC News website: ""The digital divide is very much real and needs to be addressed. ""Some financing has to be found to help narrow the divide."" On Tuesday, a meeting of the WSIS in Geneva agreed to the creation of a Digital Solitary Fund. ""The fund is voluntary and will help finance local community-based projects,"" said the WSIS spokesman. Under the proposals agreed, voluntary contribution of 1% on contracts obtained by private technology service providers could be made to the Digital Solidarity Fund. The exact financing mechanism of the fund is to be ironed out in the coming days, said the WSIS. Sixty percent of resources collected by the fund will be made available for projects in least developed countries, 30% for projects in developing countries, and 10% for projects in developed countries. ",tech
"Nasdaq planning $100m-share sale  The owner of the technology-dominated Nasdaq stock index plans to sell shares to the public and list itself on the market it operates.  According to a registration document filed with the Securities and Exchange Commission, Nasdaq Stock Market plans to raise $100m (£52m) from the sale. Some observers see this as another step closer to a full public listing. However Nasdaq, an icon of the 1990s technology boom, recently poured cold water on those suggestions.  The company first sold shares in private placements during 2000 and 2001. It technically went public in 2002 when the stock started trading on the OTC Bulletin Board, which lists equities that trade only occasionally. Nasdaq will not make money from the sale, only investors who bought shares in the private placings, the filing documents said. The Nasdaq is made up shares in technology firms and other companies with high growth potential. It was the most potent symbol of the 1990s internet and telecoms boom, nose-diving after the bubble burst. A recovery in the fortunes of tech giants such as Intel, and dot.com survivors such as Amazon has helped revive its fortunes. ",business
"Brits return Keane to number one  Brits success has helped return Keane's award-winning album Hopes and Fears back to the top of the UK album chart.  The debut album, which took the best British album title at the Brits on Tuesday, moved up seven places from number eight to number one. Also capitalising on Brits success were the Scissor Sisters whose eponymous album moved three places to number two. U2's latest single Sometimes You Can't Make It On Your Own took the top spot in the singles chart, ahead of Elvis. The track, from their current album How To Dismantle An Atomic Bomb, pushed Eminem's Like Toy Soldiers from number one to number three.  Elvis' Wooden Heart, which entered the chart at number two, is the sixth in a series of 18 reissues to mark the 70th anniversary of Presley's birth. There are currently six re-released Elvis' tracks occupying spots in the top 40 singles chart including Are You Lonesome Tonight at number 20, It's Now or Never at number 27 and Jailhouse Rock at number 37. Soldier, by Destiny's Child, Ti and Lil Wayne, debuted at number four, while Almost Here, the duet from former Westlife star Brian McFadden and Delta Goodrem, fell from number three to number five. There was more follow up to Brits success for Franz Ferdinand won best rock act and best British group last week. Their self-titled album moved from 13 to number four. Last week's number one album Tourist, by Athlete, fell to number three. ",entertainment
"WMC profits up amid bid criticism  Australian mining firm WMC Resources has seen a fivefold rise in profits while continuing to be the target of a hostile takeover bid.  WMC said it made net profits of 1.33bn Australian dollars ($1bn; £550m) in 2004, up from A$246bn the year before. It is currently arguing against an offer from Swiss Xstrata, which the firm raised to A$8.4bn last week after WMC said it was an undervaluation. Now reports say that the Australian government is against the deal.  Trade Minister Mark Vaile has said that the bid may be ""against the national interest"". Mr Vaile, who was quoted in the Australian Financial Review, compared Xstrata's attempt to take over WMC to a similar bid by oil giant Shell for Australia's Woodside Petroleum in 2001. The bid was thrown out by Treasurer Peter Costello on national interest grounds. WMC's interests in uranium deposits were a contributing factor, Mr Vaile said. WMC itself, however, has no objection in principle to being bought out, having spun off its aluminium operations in 2002 to make itself a more tempting target - as long as the price is right. Its stellar performance in 2004 has been built on sky-high prices for metals. Copper and nickel in particular have been in high demand thanks to China's booming economy, which expanded more than 9% in each of the past two years. Nickel prices rose 43% during the year, with copper up 36%. ",business
"Shares hit by MS drug suspension  Shares in Elan and Biogen Idec plunged on Monday as the firms suspended sales of new multiple sclerosis drug Tysabri after a patient's death in the US.  On the New York Stock Exchange, shares in Ireland-based Elan lost 70% while US partner Biogen Idec shed 43%. The firms took action after the death from a central nervous system disease and a suspected case of the condition. The cases cited involved the use of both Tysabri and Avonex, Biogen Idec's existing multiple sclerosis drug. The companies said they have no reports of the rare condition - progressive multifocal leukoencephalopathy (PML) - in patients taking either Tysabri or Avonex alone. Tysabri was approved for use in the US last November and was widely tipped to become the world's leading multiple sclerosis treatment.  ""The companies will work with clinical investigators to evaluate Tysabri-treated patients and will consult with leading experts to better understand the possible risk of PML,"" the two firms said in a statement. ""The outcome of these evaluations will be used to determine possible re-initiation of dosing in clinical trials and future commercial availability.""  Analysts had believed the product would provide a new growth opportunity for Biogen Idec, which had faced increased competition from rivals to Avonex. Elan, once the biggest firm on the Irish stock exchange, was also expected to receive a boost, from the new product. An inquiry into Elan's accounts in 2002 brought the group close to bankruptcy but the firm has been rebuilding itself since, with its share price increasing by almost four-fold last year. ""Most of the value in the company was in Tysabri,"" said Ian Hunter at Goodbody Stockbrokers in Dublin. ""Now there's a question mark over it."" Elan finished down $18.90 at $8, while Biogen fell $28.63 to $38.65.  - Shares in UK pharmaceutical firm Phytopharm closed down 19.84% at 151.5 pence on the London Stock Exchange on Monday, after it said a partner was set to pull out of a deal on an experimental Alzheimer's disease treatment. Phytopharm said Japan's Yamanouchi Pharmaceutical was likely to end a licensing agreement, prompting analysts to raise questions over the level of its future cash reserves. ",business
"Rap boss arrested over drug find  Rap mogul Marion ""Suge"" Knight has been arrested for violating his parole after he was allegedly found with marijuana.  He was arrested in Barstow, California, on Saturday following an alleged traffic offence. He is expected to be transferred to a state prison while a decision is made on whether he should be released. Mr Knight, founder of Death Row Records, served a 10-month jail term in 2004 for punching a man while on parole for an assault conviction. Police said Mr Knight was stopped on Saturday after performing an illegal U-turn and a search of his car allegedly found marijuana.  He is also accused of not having insurance. A 18-year-old woman in the car was arrested for providing false information and having a fake ID card. She was later released. It was his second alleged violation, having previously served half of a nine-year sentence for breaking the terms of his parole. Mr Knight, 39, was jailed in October 1996 following his involvement in a fight with a rival gang just hours before rapper Tupac Shakur was killed in a Las Vegas drive-by shooting. He was driving Shakur's car at the time and was shot in the head. At the time he was on probation for assaulting two musicians. Mr Knight, a former bodyguard, set up Death Row records in the early 1990s with Shakur and Dr Dre among his protegees. But the label has always been dogged by allegations it supports gang culture and fuels the east and west coast rap rivalry. ",entertainment
"Boeing unveils new 777 aircraft  US aircraft firm Boeing has unveiled its new long-distance 777 plane, as it tries to regain its position as the industry's leading manufacturer.  The 777-200LR will be capable of flying almost 11,000 miles non-stop, linking cities such as London and Sydney. Boeing, in contrast to European rival Airbus, hopes airlines will want to fly smaller aircraft over longer distances. Airbus, which overtook Boeing as the number one civilian planemaker in 2003, is focusing on so-called super jumbos.  Analysts are divided over which approach is best and say that this latest tussle between Boeing and Airbus may prove to be a defining moment for the airline industry. Boeing plans to offer twin-engine planes that are able to fly direct to many of the world's airports, getting rid of the need for connecting flights.  It is banking on smaller, slimmer planes such as the 777-200LR and its much-anticipated 787 Dreamliner plane, which is set to take to the skies in 2008. The 777-200LR, which had its launch delayed by the 11 September attacks in the US, is the fifth variation of Boeing's twin-aisle 777 plane. The company offically ""rolled-out"" the new 777 in Seattle at 2200 GMT. Better fuel efficiency from engines made by GE and lighter materials mean that the plane can connect almost any two cities worldwide.  ""Boeing has the latest variant in a very successful line of airplanes and there is no doubt it will continue to be very successful,"" said David Learmount, operations and safety editor at industry magazine Flight International. But the 777-200LR ""is a niche player"", Mr Learmount continued, adding that reach was not the only criteria airlines used when picking their aircraft. Mr Learmount pointed out that the 777-200LR has been on the market for a couple of years and only had limited success at attracting orders. He also said that while the plane may be able to fly to Sydney from London in one hit, prevailing winds meant that it would have to stop somewhere on the return journey.  For Airbus, the future is big - it is pinning its hopes on planes that can carry as many as 840 people between large hub airports. From there, passengers would be ferried to their final destinations by smaller planes. Airbus is also keeping its options open and plans to compete in all the main categories of aircraft. It has been producing a rival to Boeing's 777 line for more than a year. ""Airbus is now where Boeing was a few years ago"" with its product range, said Flight International's Mr Learmount.  Both Boeing and Airbus have been taking orders for their new planes. Boeing said it expected to sell about 500 of its 777-200LR planes over the next 20 years. It already has orders from Pakistan International Airlines and EVA of Taiwan. These orders should help underpin the company's profits. Boeing said earnings during the last three months of 2004 dropped by 84% because of costs relating to stopping production of its smallest airliner, the 717, and the cancellation of a US air force 767 tanker contract. Net profit was $186m (£98m; 143m euros) in the quarter, compared with $1.13bn in the same period in 2003. ",business
"UK firms 'embracing e-commerce'  UK firms are embracing internet trading opportunities as never before, e-commerce minister Mike O'Brien says.  A government-commissioned study ranked the UK third in its world index of use of information and communication technology (ICT). The report suggests 69% of UK firms are now using broadband and that 30% of micro businesses are trading online. Mr O'Brien said UK businesses were sprinting forward in ICT use, but that there were more challenges ahead. The report, carried out independently by consultants Booz Allen Hamilton and HI Europe, placed the UK third behind Sweden and Ireland for business use of ICT.  It showed British business brought greater maturity to their ICT use, by using broadband in increased numbers, bringing ICT into their business plans and using new technologies such as voice activated programmes and desktop video conferences. Mr O'Brien said: ""The increase in the proportion of business connected by broadband shows that UK companies are embracing the opportunities that ICT can bring. ""It is particularly encouraging to see that small businesses are beginning to narrow the digital divide that appeared to have opened up in recent years."" The government would play its part in ""cultivating an environment where information and communication technologies can flourish"", Mr O'Brien said. The ""clear message"" the report sends is that effective use of ICT can bring real improvements in business performance for all business.  ""However, we are not at the finishing line yet and many challenges remain if the UK is to reach its aim of becoming a world-leading e-economy,"" he added. The International Benchmarking Study was based on 8,000 telephone interviews with businesses, of which more than 2,700 were UK businesses. It is the eighth in a series of examining the adoption and deployment of ICT in the world's most industrialised nations. ",politics
"Bortolami predicts dour contest  Italy skipper Marco Bortolami believes Saturday's Six Nations contest against Scotland will be a scrappy encounter.  With both sides looking for their first win of the championship, the third-round game at Murrayfield has been billed as a wooden-spoon decider. And Bortolami feels the Edinburgh contest could end up being a bruising battle of the packs. ""It will not be a pretty game because both teams are desperate to gain their first win,"" said the lock forward. Italy have only recorded three wins since they joined the Six Nations in 2000, but two of those have come against Scotland. This year, Italy opened up with a stubborn display against Ireland but ended up losing 28-17.  However, they were thoroughly outplayed by an impressive Welsh side in Rome last time out. Now the Italians travel to Edinburgh hoping to claim their first away win in the Six Nations. ""Scotland played extremely well against France in Paris but not so well when Ireland came to Edinburgh,"" said Bortolami. ""We are still very disappointed with our last game against Wales in Rome and we are thoroughly determined to right the wrongs. ""As a nation, our quest is to be respected as a team worthy of a place in this tournament and we can only do this by winning games."" ",sport
"US Airways staff agree to pay cut  A union representing 5,200 flight attendants at bankrupt US Airways have agreed to a new contract that cuts pay by nearly 10%.  The deal will help the carrier, trying to survive by cutting costs by nearly $1bn (£530m) a year, save about $94m. More than two thirds of its 28,000 staff have now accepted wage cuts. But talks are still continuing with a union representing mechanics, baggage handlers and cleaners, which has so far failed to negotiate a new contract. The seventh largest carrier in the US sought bankruptcy protection for a second time in two years last September. It had been one of the quickest to deal with difficulties faced by the aviation industry after the 9/11 attacks in 2001. But it emerged from Chapter 11 bankruptcy in March 2003 to face competition from low-cost carriers and higher fuel costs. US Airways management has said it may need to start liquidating assets if it does not receive concessions from all staff by the middle of this month. ",business
"Chepkemei hit by big ban  Kenya's athletics body has suspended two-time London Marathon runner-up Susan Chepkemei from all competition until the end of the year.  Athletics Kenya (AK) issued the ban after Chepkemei failed to turn up for a cross country training camp in Embu. ""We have banned her from all local and international competitions,"" said AK chief Isaiah Kiplagat. ""We shall communicate this decision to the IAAF and all meet directors all over the world."" The 29-year-old finished second to Paula Radcliffe in the 2002 and 2003 London races, and was also edged out in an epic New York Marathon contest last year.  But the ban will prevent the two-time world half-marathon silver medallist from challenging Radcliffe at this year's London event in April. Global Sports Communications, Chepkemei's management company, said she had wanted to run in the World Cross Country Championships in March. But AK maintained it was making an example of Chepkemei as a warning to other Kenyan athletes. ""We are taking this action in order to salvage our pride,"" said Kiplagat. ""We have been accused of having no teeth to bite with and that agents are ruling over us."" KA has also threatened three-time women's short-course champion Edith Masai with a similar ban if reports that she feigned injury to avoid running at the cross country world championships are true. Masai missed the national trials in early February, but was included in the provisional team on the proviso that she ran in a regional competition. She failed to run in the event, citing a leg injury. ",sport
"What really divides the parties  So what is the gap between Labour and the Tories nowadays?  One Starbucks, one Rymans and one small Greek cafe as it happens. Both parties have now completed their moves to new headquarters, with Labour creating its election hub just three doors away from the Tories' new headquarters in Victoria Street, just down the road from the Commons. That should make things a little easier if and when the crack-of-dawn election press conferences kick off. Unlike 2001, there should be no need for colleagues to have taxis gunning their engines outside, or to buy scooters, to get themselves between the tightly-timetabled events.  And, to all intents and purposes, we already appear to be in that general election campaign. Certainly the press conference hosted by election co-ordinator Alan Milburn, in the rather compact new conference room - still smelling of new carpet and with the garish New Labour coffee mugs as yet unstained - had all the hallmarks of an election event.  ""Welcome to the unremittingly New Labour media centre,"" he said. And I'll bet he hadn't checked that one with Gordon Brown. Along with Work and Pensions Secretary Alan Johnson and Minister for Work Jane Kennedy, he then went on to tear into the Tory plans to scrap the New Deal welfare-to-work scheme, which they claimed would lead to an increase of almost 300,000 in unemployment. And they ridiculed the claims made on Monday by Michael Howard that he could save £35 billion of Labour waste and inefficiency to spend on public services while also offering £4 billion of tax cuts. Labour has come up with a figure of £22 billions worth of efficiency savings so, understandably perhaps, believe Mr Howard must be planning cuts to squeeze the extra £13 billion. These figures, based on the two parties' own detailed studies, will be battered to within an inch of their lives during the campaign. Wednesday was just the start. ",politics
"Unclear future for striker Baros  Liverpool forward Milan Baros is uncertain whether he remains part of boss Rafa Benitez's plans after being dropped for the Carling Cup final.  Baros, who is Liverpool's leading scorer this season, denied reports of a row with Benitez but claims he is mystified at being left on the bench. He told Czech newspaper Daily Sport: ""I don't know why I didn't play on Sunday. I didn't argue with anybody. ""I was disappointed but I am not thinking of leaving right now."" The Czech international came on as a substitute after 74 minutes but could not prevent his side losing 3-2 to Chelsea after extra-time.  Baros denied suggestions he wanted to leave the Millennium Stadium before the match upon learning of his omission from the starting line-up. But his admission that he ""guessed something like this was going to happen on Saturday"", will do little to quell claims of a falling-out with Benitez. And although Baros insisted thoughts of quitting Anfield are ""not in my mind right now"", he admitted ""everything is possible"". ",sport
"Iraq and Afghanistan in WTO talks  The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan.  But Iran's bid to join the trade body has been refused after the US blocked its application for the 21st time. The countries stand to reap huge benefits from membership of the group, whose purpose is to promote free trade. Joining, however, is a lengthy process. China's admission in 2001 took 15 years and talks with Russia and Saudi Arabia have been taking place for 10 years. Membership of the Geneva-based WTO helps guarantee a country's goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation.  Iraq's Trade Minister Mohammed Mustafa al-Jibouri welcomed the move, describing it as significant as November's decision by the Paris Club of creditor nations to write off 80% of the country's debts. Assad Omar, Afghanistan's envoy to the United Nations in Geneva, said accession would contribute to ""regional prosperity and global security"". There are now 27 countries seeking membership of the WTO. Prospective members need to enter into negotiations with potential trading countries and change domestic laws to bring them in line with WTO regulations. Before the process gets under way, all 148 WTO members must give their backing to applicant countries. The US said it could not approve Iran's application because it is currently reviewing relations. But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application ""must be treated independently of political issues"". ",business
"Robben plays down European return  Injured Chelsea winger Arjen Robben has insisted that he only has a 10% chance of making a return against Barcelona in the Champions League.  The 21-year-old has been sidelined since breaking a foot against Blackburn last month. Chelsea face Barcelona at home on 8 March having lost 2-1 in the first leg. And Robben told the Daily Star: ""It is not impossible that I will play against Barcelona but it is just a very, very small chance - about 10%.""  Robben has been an inspirational player for Chelsea this season following a switch from PSV Einhoven last summer. He added: ""My recovery is going better than we expected a few weeks ago but I think the Barcelona game will come too soon. ""I won't take any risks and come back too soon."" ",sport
"Tarantino 'to make Friday sequel'  Director Quentin Tarantino is in talks to write and direct a new instalment in the Friday the 13th horror franchise, according to the Hollywood Reporter.  The film-maker will reportedly meet executives from New Line Cinema this week to discuss the 12th film in the long-running 'stalk and slash' series. The original film, released in 1980, has spawned ten sequels based around mask-wearing murderer Jason Voorhees. The most recent, Freddy Vs Jason, was released in summer 2003. That film saw Jason battle Freddy Krueger, star of the Nightmare on Elm Street franchise. According to the industry newspaper, New Line had been trying to make another sequel involving Ash, the hero of the Evil Dead movies, but was unable to agree terms with director Sam Raimi. Tarantino is said to be intrigued by the prospect of building a new film around one of the horror genre's most recognised figures. First, however, he is scheduled to direct the season finale of US television series CSI: Crime Scene Investigation. Filming is due to start in early April. Tarantino's episode, for which he also wrote the original story, will be broadcast in the US on 19 May. ",entertainment
"Sir Paul rocks Super Bowl crowds  Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bowl - and avoided any Janet Jackson-style controversies.  The 62-year-old sang Hey Jude and other Beatles songs in a 12-minute set at half-time during the game in Florida. Last year, Jackson exposed a breast during a dance routine, causing outrage among millions of TV viewers and landing the CBS TV network a fine. Sir Paul, however, did nothing more racy than remove his jacket as he sang. Organisers were widely considered to be playing it safe this year by booking 62-year-old Sir Paul for his second Super Bowl show.  Three years ago, he was invited to perform at the first Super Bowl after the September 11 attacks and performed his specially-written song Freedom. This time, he started off the show, at the Alltel Stadium in Jacksonville, Florida, with the Beatles numbers Drive My Car and Get Back. He then performed a mellow version of Live And Let Die, the James Bond theme he recorded with the band Wings. Finally, he closed the show with a rousing version of Hey Jude. The former Beatle resisted any temptation to refer to Janet Jackson's headline-grabbing performance last year, instead keeping banter between songs to a minimum in order to squeeze as much music as he could into his slot. The singer removed his black jacket halfway through the show - but any fans hoping for a second ""Nipple-gate"" were to be disappointed as he kept his red sweatshirt on underneath.  Earlier, the Black Eyed Peas and Alicia Keys had provided the night's other high-profile entertainment by performing in a pre-game show. Black Eyed Peas singer Fergie was dressed in a tight orange top and purple hotpants, but nothing in her performance was likely to upset TV watchdogs. After the controversy last year - which saw CBS fined a record $550,000 (£292,000) by federal regulators - Super Bowl organisers had turned to producer Don Mischer to oversee this year's half-time show. His previous production credits included Olympic opening and closing ceremonies. The Super Bowl is watched by an audience of 144.4 million in the US, with many of the people watching are said to tune in specifically to see the entertainment put on around the event. Michael Jackson, Aerosmith, Diana Ross, Gloria Estefan and Phil Collins are among the stars who have previously graced the Super Bowl stage. ",entertainment
